free fall at 7s						
	Acceleration [g]			Rotation [dps]		
Time [s]	AX	AY	AZ	GX	GY	GZ
8,690	0,308	-0,935	0,167	-1,160	-6,958	-0,244
8,700	0,312	-0,928	0,163	-1,068	-6,226	-0,488
8,710	0,312	-0,923	0,157	-0,610	-5,341	-0,824
8,720	0,311	-0,923	0,153	0,000	-4,333	-0,946
8,730	0,306	-0,925	0,154	0,427	-3,296	-0,824
8,740	0,297	-0,931	0,158	0,671	-2,563	-0,702
8,750	0,288	-0,942	0,164	0,732	-2,411	-0,793
8,760	0,282	-0,953	0,167	0,519	-2,869	-1,343
8,770	0,280	-0,958	0,170	0,244	-3,601	-2,625
8,780	0,281	-0,954	0,170	0,336	-4,150	-4,364
8,790	0,283	-0,943	0,169	0,916	-4,364	-6,226
8,800	0,286	-0,933	0,169	2,014	-4,425	-7,812
8,810	0,292	-0,927	0,163	3,113	-4,211	-8,728
8,820	0,302	-0,924	0,154	3,967	-2,808	-8,606
8,830	0,314	-0,931	0,148	5,127	-1,160	-7,904
8,840	0,317	-0,939	0,146	6,012	0,458	-6,927
8,850	0,316	-0,949	0,147	5,066	2,197	-6,348
8,860	0,319	-0,939	0,145	1,221	6,256	-5,005
8,870	0,313	-0,942	0,140	-3,906	12,299	-3,357
8,880	0,297	-0,949	0,133	-6,226	16,876	-2,136
8,890	0,286	-0,948	0,129	-4,791	18,494	-1,556
8,900	0,283	-0,945	0,129	-1,129	18,036	-1,740
8,910	0,291	-0,953	0,137	2,228	16,998	-1,801
8,920	0,302	-0,969	0,150	3,876	16,113	-1,221
8,930	0,304	-0,976	0,159	3,662	15,656	-0,275
8,940	0,300	-0,979	0,167	1,953	15,076	0,244
8,950	0,294	-0,979	0,170	-0,153	13,947	-0,336
8,960	0,291	-0,974	0,171	-1,617	12,177	-2,075
8,970	0,294	-0,964	0,170	-2,075	9,918	-4,517
8,980	0,306	-0,955	0,170	-1,556	7,599	-7,202
8,990	0,326	-0,948	0,174	-0,946	5,737	-9,521
9,000	0,344	-0,944	0,182	-0,641	5,005	-10,651
9,010	0,347	-0,938	0,187	0,061	5,432	-10,498
9,020	0,344	-0,930	0,193	0,122	5,951	-9,186
9,030	0,339	-0,930	0,202	-0,519	6,409	-7,355
9,040	0,333	-0,933	0,208	-0,824	6,744	-5,890
9,050	0,330	-0,932	0,213	-0,641	6,439	-5,432
9,060	0,333	-0,928	0,219	-0,336	5,280	-6,042
9,070	0,342	-0,921	0,221	-0,336	3,937	-7,141
9,080	0,353	-0,913	0,222	-1,282	2,899	-7,629
9,090	0,359	-0,905	0,223	-2,838	2,289	-6,866
9,100	0,355	-0,898	0,225	-4,120	1,526	-4,791
9,110	0,344	-0,892	0,223	-5,005	-0,214	-1,648
9,120	0,335	-0,894	0,216	-5,981	-2,716	2,197
9,130	0,328	-0,905	0,206	-7,843	-4,486	6,592
9,140	0,316	-0,928	0,196	-10,162	-5,188	10,437
9,150	0,318	-0,957	0,185	-11,414	-6,195	11,688
9,160	0,336	-0,983	0,173	-10,742	-6,714	10,590
9,170	0,353	-1,008	0,164	-9,155	-5,859	8,087
9,180	0,361	-1,031	0,162	-7,965	-3,662	4,852
9,190	0,359	-1,044	0,161	-7,202	-0,885	1,648
9,200	0,359	-1,051	0,162	-6,531	1,495	-0,916
9,210	0,369	-1,055	0,160	-5,859	3,265	-2,808
9,220	0,388	-1,061	0,158	-5,707	5,219	-4,364
9,230	0,404	-1,074	0,158	-6,073	7,874	-5,219
9,240	0,408	-1,089	0,168	-6,683	10,559	-4,913
9,250	0,402	-1,102	0,186	-6,866	11,810	-3,632
9,260	0,393	-1,114	0,199	-6,042	10,956	-1,709
9,270	0,386	-1,136	0,212	-5,310	8,942	0,427
9,280	0,379	-1,176	0,229	-5,219	5,920	2,167
9,290	0,375	-1,216	0,240	-5,463	2,319	3,113
9,300	0,367	-1,250	0,243	-5,432	-1,709	3,235
9,310	0,359	-1,272	0,239	-5,066	-5,615	3,571
9,320	0,354	-1,283	0,232	-4,211	-9,277	4,547
9,330	0,357	-1,288	0,233	-2,838	-12,909	6,409
9,340	0,365	-1,292	0,242	-1,495	-16,418	9,155
9,350	0,381	-1,307	0,258	-1,465	-19,806	12,634
9,360	0,403	-1,335	0,266	-3,235	-22,003	15,625
9,370	0,416	-1,352	0,267	-5,615	-22,247	17,120
9,380	0,420	-1,352	0,259	-7,660	-21,637	16,998
9,390	0,417	-1,337	0,241	-9,338	-19,928	15,869
9,400	0,406	-1,312	0,217	-10,010	-17,334	14,526
9,410	0,390	-1,282	0,195	-9,277	-14,648	13,428
9,420	0,379	-1,259	0,185	-8,148	-12,573	12,909
9,430	0,365	-1,246	0,181	-7,996	-10,712	12,512
9,440	0,347	-1,230	0,186	-8,942	-8,759	11,871
9,450	0,332	-1,208	0,194	-10,254	-7,477	11,169
9,460	0,322	-1,178	0,200	-11,688	-7,050	11,047
9,470	0,315	-1,150	0,193	-12,329	-7,996	11,810
9,480	0,308	-1,130	0,175	-11,414	-9,216	13,275
9,490	0,304	-1,114	0,152	-8,575	-10,620	15,015
9,500	0,306	-1,107	0,137	-3,815	-12,817	16,327
9,510	0,311	-1,105	0,137	1,984	-14,709	17,120
9,520	0,310	-1,105	0,146	7,172	-15,411	17,548
9,530	0,306	-1,113	0,160	10,223	-16,174	17,517
9,540	0,305	-1,133	0,174	9,796	-16,968	16,266
9,550	0,301	-1,147	0,182	6,744	-16,785	13,153
9,560	0,290	-1,141	0,178	3,113	-15,900	8,972
9,570	0,276	-1,105	0,172	0,397	-15,900	5,188
9,580	0,268	-1,059	0,165	-1,526	-17,639	3,387
9,590	0,267	-1,021	0,147	-2,808	-19,775	4,028
9,600	0,272	-0,995	0,131	-2,899	-22,339	6,866
9,610	0,286	-0,975	0,119	-1,556	-25,421	11,078
9,620	0,302	-0,958	0,114	0,702	-28,076	15,656
9,630	0,313	-0,944	0,114	3,326	-29,785	19,562
9,640	0,315	-0,931	0,109	5,768	-30,212	21,698
9,650	0,306	-0,928	0,101	7,233	-29,480	21,973
9,660	0,291	-0,937	0,098	7,690	-27,832	20,325
9,670	0,265	-0,949	0,094	8,209	-25,330	16,571
9,680	0,237	-0,955	0,093	8,850	-22,675	11,932
9,690	0,216	-0,959	0,088	8,698	-20,142	6,836
9,700	0,213	-0,962	0,080	8,484	-17,822	0,671
9,710	0,243	-0,963	0,079	8,820	-16,327	-5,829
9,720	0,285	-0,954	0,083	9,491	-13,977	-10,406
9,730	0,310	-0,931	0,093	10,437	-10,193	-12,177
9,740	0,306	-0,898	0,108	12,177	-7,874	-11,932
9,750	0,293	-0,870	0,111	15,289	-8,636	-9,369
9,760	0,278	-0,868	0,091	20,294	-10,468	-4,608
9,770	0,278	-0,886	0,088	25,482	-11,627	0,671
9,780	0,295	-0,908	0,100	26,154	-11,780	5,249
9,790	0,303	-0,902	0,133	21,576	-11,566	7,812
9,800	0,313	-0,871	0,157	14,313	-12,970	9,521
9,810	0,306	-0,836	0,157	8,209	-15,594	12,115
9,820	0,286	-0,820	0,140	6,226	-19,562	15,533
9,830	0,263	-0,828	0,127	7,690	-23,834	17,883
9,840	0,235	-0,836	0,112	11,108	-27,710	19,043
9,850	0,213	-0,846	0,098	14,160	-31,006	19,440
9,860	0,208	-0,855	0,102	14,648	-32,257	19,470
9,870	0,203	-0,854	0,124	10,559	-32,104	19,775
9,880	0,204	-0,851	0,142	4,059	-31,128	19,684
9,890	0,217	-0,839	0,143	-1,251	-29,205	19,531
9,900	0,240	-0,834	0,137	-4,547	-25,787	19,928
9,910	0,246	-0,843	0,118	-6,439	-20,935	21,484
9,920	0,248	-0,855	0,095	-7,050	-15,198	23,712
9,930	0,241	-0,864	0,083	-6,287	-10,101	26,367
9,940	0,223	-0,877	0,088	-4,883	-8,209	29,816
9,950	0,179	-0,889	0,104	-4,028	-9,827	32,990
9,960	0,133	-0,898	0,125	-3,204	-15,167	33,997
9,970	0,111	-0,889	0,138	-1,343	-22,461	31,708
9,980	0,111	-0,881	0,151	0,793	-28,473	26,978
9,990	0,119	-0,899	0,177	0,732	-32,349	21,545
